Channel,Sample Rate (Hz)
H1:PEM-CS_MAINSMON_EBAY_1_DQ,1024
H1:PEM-CS_MAINSMON_EBAY_2_DQ,1024
H1:PEM-CS_MAINSMON_EBAY_3_DQ,1024
H1:PEM-EY_MAINSMON_EBAY_1_DQ,1024
